student_id,lecture_watch_pct,checklist_pct,attended_live_class,attended_group_discussion,qa_participation_pct,dropout,recommended_activities
S493_D1,49,45,0,0,27,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S147_D1,49,34,0,0,18,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S319_D1,40,36,0,0,24,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S485_D0,77,79,1,1,80,0,"Good Job, You did Well in the Week. Keep the momentum"
S481_D1,49,34,1,1,28,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S005_D1,70,52,0,0,55,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S332_D1,51,35,0,0,45,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S244_D0,93,80,1,1,67,0,"Good Job, You did Well in the Week. Keep the momentum"
S067_D1,60,31,0,1,16,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S376_D1,36,50,0,0,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S063_D1,60,37,0,1,42,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S187_D1,38,28,0,1,34,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S190_D0,70,85,1,1,69,0,"Good Job, You did Well in the Week. Keep the momentum"
S283_D1,62,47,0,1,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S200_D1,62,33,1,1,23,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S476_D0,82,65,0,1,81,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S182_D1,50,38,0,0,24,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S011_D1,56,51,1,0,48,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S059_D0,88,84,1,0,77,0,Join group discussions to improve collaboration and communication skills.
S475_D0,100,74,1,1,81,0,"Good Job, You did Well in the Week. Keep the momentum"
S061_D1,42,37,0,1,45,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S357_D1,37,43,1,1,28,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S248_D1,36,33,1,0,47,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S253_D0,100,68,1,1,74,0,Make sure to complete all checklist items to stay on track.
S022_D0,82,86,1,0,82,0,Join group discussions to improve collaboration and communication skills.
S314_D0,93,82,1,0,87,0,Join group discussions to improve collaboration and communication skills.
S460_D0,73,85,0,1,76,0,Attend live classes to get real-time support and stay engaged.
S161_D0,75,73,1,1,80,0,"Good Job, You did Well in the Week. Keep the momentum"
S277_D0,86,71,1,1,80,0,"Good Job, You did Well in the Week. Keep the momentum"
S456_D1,56,65,1,1,24,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S192_D0,93,93,1,1,89,0,"Good Job, You did Well in the Week. Keep the momentum"
S386_D0,86,100,0,1,73,0,Attend live classes to get real-time support and stay engaged.
S306_D1,43,54,1,1,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S414_D0,97,98,1,0,82,0,Join group discussions to improve collaboration and communication skills.
S492_D0,99,65,1,1,57,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S344_D0,79,84,0,0,85,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S270_D1,58,34,0,0,16,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
